Message_id,Day_of_week,Date,Sender,Subject,Body
43,Sunday,12/29/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #405 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Apple.

Given a tree, find the largest tree/subtree that is a BST.

Given a tree, return the size of the largest tree/subtree that is a BST.

"
44,Saturday,12/28/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #404 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Snapchat.

Given an array of time intervals (start, end) for classroom lectures (possibly
overlapping), find the minimum number of rooms required.

For example, given [(30, 75), (0, 50), (60, 150)], you should return 2.

"
45,Friday,12/27/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #403 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Two Sigma.

Using a function rand5() that returns an integer from 1 to 5 (inclusive) with
uniform probability, implement a function rand7() that returns an integer from 1
to 7 (inclusive).

"
46,Thursday,12/26/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #402 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Twitter.

A strobogrammatic number is a positive number that appears the same after being
rotated 180 degrees. For example, 16891 is strobogrammatic.

Create a program that finds all strobogrammatic numbers with N digits.

"
47,Wednesday,12/25/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #401 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Twitter.

A permutation can be specified by an array P, where P[i] represents the location
of the element at i in the permutation. For example, [2, 1, 0] represents the
permutation where elements at the index 0 and 2 are swapped.

Given an array and a permutation, apply the permutation to the array. For
example, given the array [""a"", ""b"", ""c""] and the permutation [2, 1, 0], return 
[""c"", ""b"", ""a""].

"
48,Tuesday,12/24/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #400 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Goldman Sachs.

Given a list of numbers L, implement a method sum(i, j) which returns the sum
from the sublist L[i:j] (including i, excluding j).

For example, given L = [1, 2, 3, 4, 5], sum(1, 3) should return sum([2, 3]),
which is 5.

You can assume that you can do some pre-processing. sum() should be optimized
over the pre-processing step.

"
49,Monday,12/23/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #399 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given a list of strictly positive integers, partition the list into 3 contiguous
partitions which each sum up to the same value. If not possible, return null.

For example, given the following list:

[3, 5, 8, 0, 8]


Return the following 3 partitions:

[[3, 5],
 [8, 0],
 [8]]


Which each add up to 8.

"
50,Sunday,12/22/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #398 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

Given a linked list and an integer k, remove the k-th node from the end of the
list and return the head of the list.

k is guaranteed to be smaller than the length of the list.

Do this in one pass.

"
51,Saturday,12/21/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #397 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

You are given a list of jobs to be done, where each job is represented by a
start time and end time. Two jobs are compatible if they don't overlap. Find the
largest subset of compatible jobs.

For example, given the following jobs (there is no guarantee that jobs will be
sorted):

[(0, 6),
(1, 4),
(3, 5),
(3, 8),
(4, 7),
(5, 9),
(6, 10),
(8, 11)]


Return:

[(1, 4),
(4, 7),
(8, 11)]


"
52,Friday,12/20/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Introducing our product and data science mailing lists! ,"*Coding Challenge* 

Hey there,

I thought you might be interested in this: we've partnered with experts in from
top tier tech companies like Facebook, Lyft, and Google to bring you two new
mailing lists, for product management interviews and for data science
interviews!

Daily Product Prep [https://dailyproductprep.com/?ref=dcp]

For anyone looking to switch to product management as a career, you'll want to
sign up for Daily Product Prep [https://dailyproductprep.com/?ref=dcp]. You'll
get real product questions recently used in interviews by top tech companies
every weekday, and in-depth solutions to interesting problems like:

 * How would you diagnose a 10% drop in usage on Facebook Events?
 * What's your favorite non-technical product?
 * Why did Microsoft buy GitHub?
 * How would you estimate the bandwidth required to support Spotify?
 * How would you design a better elevator?

You'll get a framework for each category of problem so you can learn the process
for breaking down these problems and explaining your thinking coherently and
concisely to your interviewer.

Data Science Prep [https://datascienceprep.com/?ref=dcp]

For those interested in data science or machine learning, be sure to check out 
Data Science Prep [https://datascienceprep.com/?ref=dcp]. The problems run the
gamut of data science interview questions, from machine learning to probability
to SQL. Some examples:

 * A coin was flipped 1000 times, and 550 times it showed up heads — is the coin
   biased?
 * How would you design a metric to compare rankings of lists of Netflix shows
   for a given user?
 * Say we have X ~ Uniform(0, 1) and Y ~ Uniform(0, 1). What is the expected
   value of the minimum of X and Y?
 * What are MLE and MAP, and what is the difference between the two?
 * Given an SQL table of user actions, write a query to get the active user
   retention by month.

You'll learn the proofs and definitions for these questions. With our in-depth
solutions, you'll understand the intuition behind them, along with enough math
to be able to derive the answers yourself.

So be sure to check out Daily Product Prep here
[https://dailyproductprep.com/?ref=dcp] and Data Science Prep here
[https://datascienceprep.com/?ref=dcp].

OK, that's all. Have a great Friday!

Best,

Marc"
